theta,omega
2.976593201610,-0.665994616793
2.518801180980,-1.150808865575
-2.996303583454,-0.424516018581
3.114330027752,-0.848631435474
2.334365068204,-1.234391227332
3.114565351137,-0.558013411255
-2.512280265505,-0.307712992467
-0.939540904086,0.452663678114
-2.077633607512,-0.916285927872
-2.773673355254,-0.122260611604
-1.369962210444,0.547955143458
-0.864701389479,0.290083609479
-2.700602362711,-0.806998861181
3.091276709171,-0.853435304750
2.169173259345,-1.288253170164
2.976483980131,-0.666078538223
2.515335819868,-1.152408806884
-2.999459598334,-0.426951356470
3.104023445454,-0.850046687827
2.227466584927,-1.277080789885
3.019874306463,-0.632072267286
-0.973716455973,0.459421867460
-1.725674862078,-1.078298422512
-1.736881187712,0.465033747736
-1.116127819557,0.073915929560
0.199827738881,-1.831702410868
2.794118561074,-1.008970657959
-2.846251587536,-0.301137010803
-1.593051685443,-1.143260183666
-1.882929503264,0.408312228461
-1.190169230843,0.054546174247
2.691049624100,-0.740101974730
-2.991934986332,-0.399036684906
-3.108597220423,-0.838303520893
-2.549371838411,0.031630510169
-0.950954403767,0.126662486694
-2.203733131332,-0.872488904474
1.556952546806,-1.490815050072
2.585695255583,-0.980678718603
-2.889999018230,-0.340050716175
-2.366280135485,-0.818207582389
-1.107438280163,-1.413402561788
0.733273529273,-1.791367583770
2.482060259556,-1.129412046997
-3.011003931975,-0.435483793437
3.072980248578,-0.852747759552
2.181848419093,-1.258184613163
3.000086315271,-0.647232932063
-2.073865427983,-0.919459953856
-2.770909309312,-0.120280299952
-1.324244599962,0.550582168441
-0.881583550716,0.364637223876
-2.573215025393,-0.806894285339
-2.773781850638,-0.790568309164
3.033462938501,-0.843484571894
2.315462108420,-1.142717074011
-3.132936579781,-0.529271590104
-2.884200026068,-0.535039412301
-3.112122722326,-0.839399401638
1.854465468626,-1.324085933061
2.777819866486,-0.822896118621
-2.996310722800,-0.401601984766
-3.125879350287,-0.841456555271
-2.076560848003,-0.918451924703
-2.798205272594,-0.139908896643
-1.983932161766,0.363661485521
-1.219612085741,0.047345508632
-2.732222223331,-0.093982555441
-0.962512795934,0.469634885386
-1.828958069304,-1.025878680723
-1.747620909336,0.461405019171
-1.122856066956,0.071975880260
0.397084821476,-1.832107857104
2.638892638642,-1.072671802392
-2.889075175561,-0.340993555026
-2.365126168475,-0.818453157956
-1.092821679628,-1.421170898267
0.576349706013,-1.816393813687
2.539125437947,-1.111490569913
-2.964190542403,-0.399418922925
-3.022068544413,-0.822235834550
-1.933156031397,-0.065657906548
-0.998762836718,0.110367129030
-1.807287605189,-1.036297365818
-1.731085463773,0.467134233682
-1.112504285114,0.074983079319
0.098119463291,-1.824545682149
2.894444143509,-0.969003048430
-2.954311479105,-0.371420348372
-2.893167790796,-0.801715005112
-3.004388778313,-0.618768087449
-3.119403651972,-0.706412416667
-1.871456492298,-0.048881214290
-0.985676831656,0.118094840096
-1.927464652133,-0.978886546467
-1.911742925366,0.396193109761
-1.200557927257,0.052052720546
3.019321626749,-0.489592274793
-2.163284779122,-0.144083523438
-0.978186698331,0.116192890528
-1.992549053748,-0.950251740008
-2.155986340741,0.275061341335
-1.222168475195,0.044107501666
-2.673422747963,-0.052594015267
-0.844699637098,0.297280062927
-2.800827452202,-0.815264555241
3.059268099261,-0.798342615786
2.212898437987,-1.281741888555
3.007931305707,-0.641443299218
0.374739449054,-1.833502597123
2.654305752183,-1.066381438818
-2.879393406258,-0.333303458449
-2.237512649955,-0.851026090244
1.187517931105,-1.658386009855
2.459408908503,-1.098117769445
-3.011199357344,-0.435220514742
3.073002536856,-0.852745560076
2.181790625745,-1.258247609704
3.000016472104,-0.647288273615
-2.084541585185,-0.915417886961
-2.880956682378,-0.200136455006
-0.627764499217,-1.639718648158
-2.128093924692,-0.894301906774
2.983107987485,-0.516123688063
-1.521461060161,0.019355211170
-0.861019508426,0.288930455506
-2.720304052001,-0.808069535011
3.060508842877,-0.855287845491
2.231122583829,-1.212103819763
3.056453908475,-0.602743210124
-1.571378723337,0.011885327105
-0.869147770877,0.242701011472
-2.688828945077,-0.806408483553
3.114738077738,-0.850216230961
2.323671840741,-1.239000054228
3.104736101830,-0.565676796243
-2.385208234723,-0.242087734333
-0.860098642559,0.225753030814
-2.738259758923,-0.809172967191
3.042123524652,-0.852459910161
2.309007333123,-1.147872179466
-3.140077497100,-0.534844330026
-2.822048910657,-0.493582890464
-2.730172517093,-0.787692176280
3.069251028497,-0.855088139684
2.197789113401,-1.242077298029
3.018784768803,-0.632439518711
-1.029281184702,0.491340385612
-0.735876113342,-1.597757944846
-1.780933361562,-1.047213158555
-1.706118178041,0.475483161007
-1.096075252004,0.080004013758
-0.322845296650,-1.745775700211
-2.802429452556,-0.809793795762
3.055959171350,-0.802012674963
2.185151658394,-1.288547383767
2.986511430917,-0.658250405761
2.953023858042,-0.960833352856
-3.092970789884,-0.470530284317
3.096382123907,-0.763920416009
-1.908822442043,-0.989285675236
-1.883029596676,0.408623165656
-1.190386934097,0.054502011036
2.698188830732,-0.734697549370
-3.010132863808,-0.411854644226
3.106789715635,-0.849618643929
2.250166414048,-1.268902084478
3.039144721119,-0.616961481470
-1.161509575299,0.076730495019
1.729733588218,-1.397469284383
2.687446166291,-0.896188924910
-2.866578778634,-0.315586477703
-1.981878466927,-0.946135188862
-1.999367171008,0.355792750263
-1.222078350861,0.046652336102
-2.670704558617,-0.050698248385
-0.844461790913,0.290962345310
-2.803692157166,-0.815589598352
3.063424092095,-0.793931623683
2.268485513311,-1.261776727853
3.055129390400,-0.604440303230
-1.536050617704,0.017262756050
-0.861999432018,0.274239953309
-2.719228164751,-0.807978603088
3.061937578021,-0.855313262009
2.225279472863,-1.217166908048
3.049908257419,-0.607894673319
-1.427119523282,0.032720548844
-0.908231196648,0.409292530601
-2.369872304026,-0.831195298373
-1.331709569336,-1.290237918809
3.101242784648,-0.426373241479
-3.028736529688,-0.637430692660
-2.975976612882,-0.598667271879
3.067651381056,-0.790925901271
2.339411464775,-1.232159932668
3.119244729592,-0.554366798548
-2.568729657509,-0.338931775155
-1.343482274526,0.549512382757
-0.869371260548,0.331270147650
-2.660077244820,-0.805725700996
-3.097348485087,-0.837503145339
-0.952228459278,0.442999514642
-1.977251699365,-0.957134752390
-2.089496226686,0.310573899823
-1.228450503834,0.044069664304
-2.520838220863,0.051344136790
-0.984688915413,0.108199907810
-1.937523488445,-0.974327702291
-1.940683948461,0.383245835284
-1.209268743911,0.049938346279
-3.008806840228,-0.296205351983
-2.865845173803,-0.798158366484
-3.113146097392,-0.700897290011
-1.988442048900,-0.082315435660
-1.004305862125,0.106700300003
-1.753046707536,-1.063810159475
-1.724195046746,0.469417228971
-1.108036914081,0.076316072818
-0.022854638761,-1.809927233381
3.033174273824,-0.917816974417
2.688627760997,-0.851575853386
-2.885760653318,-0.327170339706
-2.248681900425,-0.847738815577
0.950383522418,-1.738252958916
2.445742515575,-1.129803958462
-3.036174403091,-0.454762859261
3.038659791909,-0.843047258340
2.286171675285,-1.166310439108
3.117761377283,-0.554651196521
-2.556204210590,-0.331899008704
-1.200915270881,0.546272360739
-1.446856339304,0.535192923206
-0.895097467686,0.202555980180
-2.553053405117,-0.807693589555
-2.676781476097,-0.787038106030
-3.101471901190,-0.838226825826
-1.205975507329,0.539137132348
-1.413982133533,0.539390347169
-0.876362591365,0.235993172888
-2.651628576061,-0.805437441688
-3.072333561890,-0.832723914482
-1.145955733851,0.080566972923
1.177663891853,-1.663390557748
2.457736698687,-1.100218712315
-3.013349061156,-0.436894188771
3.068183738129,-0.852801857773
2.195216022259,-1.244557003687
3.015817252289,-0.634784629269
-1.419576454849,0.537395940434
-0.878817172059,0.230399723815
-2.639364478177,-0.805329909335
-3.033715627887,-0.825437880747
-1.768752045209,-0.024295901662
-0.950726256400,0.140864230640
-2.204084215098,-0.872399111959
1.549215490614,-1.494820589405
2.581760395470,-0.984020908743
-2.892682040122,-0.342231404765
-2.399618094824,-0.811546019767
-1.488533504743,-1.201952832974
-2.219172378992,0.239271053415
-1.206561078791,0.045934139750
-3.095884569633,-0.361751020179
3.046154202671,-0.848433376310
2.270985316599,-1.178696111188
3.100886294676,-0.567861696470
-2.337815643678,-0.219330148388
-0.886941466711,0.183883423379
-2.600930677900,-0.805653727594
-2.892302144178,-0.802507715673
-3.005405849081,-0.619504506106
-3.114650392088,-0.702620331913
-1.957564055344,-0.072895559309
-1.001937246110,0.108394660677
-1.776466683215,-1.051824749200
-1.722455965341,0.470035588192
-1.106920405503,0.076653422229
-0.052324090432,-1.805370548255
3.070331170662,-0.905184637402
2.398549670926,-1.076960645352
-3.042184607011,-0.458675595833
3.037624083510,-0.837461113260
2.268197046703,-1.181007724366
3.097774143634,-0.570300347463
-2.293690947114,-0.199010247636
-0.914134581386,0.156942778645
-2.445397192736,-0.818305084491
-2.019984737495,-0.930221541456
-2.183877639659,0.259663143125
-1.216578962943,0.044662259621
-2.817296326281,-0.154981265787
-2.878977053748,-0.198426953725
-0.535423683533,-1.674930597948
-2.367868159485,-0.827422059006
-1.256246042295,-1.332348636700
2.391070240250,-0.962183467816
-2.993786502706,-0.420016872268
3.127636644402,-0.846585652126
2.596053872731,-1.115243202960
-2.929323753699,-0.372747183300
-2.778745867760,-0.790118237678
3.033146731481,-0.840627390615
2.304420248119,-1.151575262479
3.138012934588,-0.538822525406
-2.774352350827,-0.462703771331
-2.251108036464,-0.847185103075
0.894692303034,-1.753630054880
2.450451491044,-1.132402554150
-3.034229190319,-0.453306463168
3.039583790544,-0.844644204610
2.288231857161,-1.164635936666
3.120051219104,-0.552860073296
-2.583216684907,-0.347142049997
-1.572724345393,0.514428006031
-0.995138564338,0.120825950439
-1.840090899623,-1.020112729855
-1.755108461335,0.458759357557
-1.127401088657,0.070690242182
0.536315409171,-1.821695171199
2.558377616483,-1.104401036439
-2.948574663357,-0.387359490434
-2.923904894161,-0.806017762977
-2.838075221399,-0.503698565670
-2.850417107611,-0.796802532044
3.124663050781,-0.737887119031
-0.987872470545,0.138913726995
-1.903641439048,-0.989850146930
-1.853405877585,0.421022051070
-1.178338567553,0.057426199960
2.291412541307,-1.034168616586
-3.093484501461,-0.497479611168
-3.136262947640,-0.720435027166
-1.524151797847,0.019098065725
-0.861096417256,0.286111147908
-2.720718615773,-0.808090181195
3.059981836375,-0.855274043197
2.233310927027,-1.210221822787
3.058902040456,-0.600817401762
-1.622770356948,0.003556383069
-0.887187241964,0.205655753938
-2.597249829013,-0.805783965933
-2.877371923127,-0.800585885559
-3.068871471824,-0.666593063826
-2.615177293983,-0.365386241416
-2.465573720467,0.089254421075
-1.045823631193,0.083222837241
-1.260028265052,-1.334266509162
2.403364403500,-0.953266989644
-2.982315244564,-0.411086927764
-3.108669945638,-0.838355934122
-2.587677138781,0.005794869333
-0.906328926238,0.159929994565
-2.492051654607,-0.812632898052
-2.337988663362,-0.825046366176
-0.727269681057,-1.598622287836
-1.813207780428,-1.030948889938
-1.716064220260,0.472228786016
-1.102746134275,0.077926706882
-0.159805272387,-1.785490452696
-3.065447904851,-0.860745249196
-0.920731818445,0.189993621931
-2.400391014796,-0.825334906796
-1.642178666534,-1.116640003458
-1.788101773407,0.446421055957
-1.146191316239,0.065571203422
1.156207322004,-1.671468924913
2.454514131051,-1.104326722458
-3.017536530825,-0.440154641876
3.059793740654,-0.852460937139
2.224420879238,-1.217922244239
3.048941859559,-0.608655580123
-1.404948487059,0.035784224517
-0.942499559254,0.443061813562
-2.065439433062,-0.920960234517
-2.657438820451,-0.040134560999
-0.846934767299,0.260679079022
-2.798304384752,-0.814905947227
3.055799557293,-0.802152422777
2.184256149934,-1.288676082693
2.985872401293,-0.658751195065
2.916911103158,-0.975085469148
-2.981845830647,-0.390617025410
-3.057948732377,-0.828812987600
-1.412289180506,0.034907524065
-0.929643726388,0.431725439230
-2.187589460636,-0.877872794795
1.871189653664,-1.312273294383
2.791705897246,-0.811703115359
-3.040466856664,-0.433050682887
3.044589523417,-0.848603188317
2.279480288270,-1.171745639001
3.110331376160,-0.560465252570
-2.464299636287,-0.282163303054
-0.855441148120,0.343154530653
-2.729868241448,-0.808781715048
3.049426963472,-0.854346276103
2.279105624085,-1.172041005562
3.109920364322,-0.560786904932
-2.459023645530,-0.279410112311
-0.852222166216,0.332906292899
-2.750902147876,-0.810350389942
3.034897300962,-0.847396166448
2.325398138270,-1.134778382260
-3.121944540254,-0.520699202255
-2.969411213673,-0.594225334076
3.054993638554,-0.804801728437
2.176026189626,-1.289264013699
2.980319759619,-0.663096130116
2.652873451690,-1.089161524044
-2.886804437683,-0.339503579277
-2.338389814587,-0.824371408236
-0.723021810956,-1.600455573854
-1.828212575208,-1.023496673806
-1.725546190057,0.469050567193
-1.108956859713,0.076040808115
0.001658113055,-1.813421634468
3.003292055595,-0.928337135335
2.895563203080,-0.692098313772
2.374559703868,-1.096128173577
-3.068172234317,-0.478858428680
3.066055292140,-0.793370473004
2.298335449046,-1.249661001482
3.081722010776,-0.583642121665
-2.039381350837,-0.098905483656
-1.003798092025,0.105949399152
-1.758311675771,-1.061101382519
-1.723192841526,0.469763426284
-1.107389034820,0.076511507128
-0.039992296292,-1.807324490612
3.054617163311,-0.910463892116
2.521985618217,-0.980759803134
-2.922612059278,-0.365523088498
-2.711845926138,-0.786870327864
3.100532448902,-0.852183564162
2.198402305382,-1.285917839934
2.996378833010,-0.650511598915
-2.563081035949,-0.809990784477
-2.737266125577,-0.788543372155
3.059147879087,-0.855100142442
2.236279750825,-1.207680171027
3.062220699793,-0.598207557849
-1.690344534048,-0.008524438928
-0.916681745311,0.169582851281
-2.428649350171,-0.820749919194
-1.889200853621,-0.989147602456
-1.758095090609,0.457742873864
-1.129212240944,0.070184234748
0.593085130433,-1.814926379630
2.532027914810,-1.113999418062
-2.970003623546,-0.403903019932
-3.054058572991,-0.828124332054
-1.475613742588,0.026123509664
-0.869332336027,0.341860616894
-2.655449523730,-0.805664353421
-3.084094088377,-0.834971943372
-0.944082248751,0.168440786287
-2.247649355529,-0.859718797344
0.640552661774,-1.806753627139
2.512244721251,-1.120731178183
-2.986328114847,-0.416486104468
-3.130838839368,-0.842391010887
-2.535404324128,-0.811688522444
-2.599818859587,-0.788651073081
-2.826829123201,-0.794909647293
3.073821628681,-0.783558776004
2.539404807004,-1.141345431526
-2.977770847542,-0.410214345194
-3.093744349085,-0.835578218218
-0.876199011748,0.322618962377
-2.625847750517,-0.805496861320
-2.987914958862,-0.817214940586
-2.313310916701,-0.207689213253
-0.902250268943,0.167615225539
-2.515473719304,-0.810398239136
-2.477026567087,-0.799714586030
-2.147085140455,-0.880944549201
2.874510399004,-0.599235221965
2.167722196080,-1.281300633299
2.979129825997,-0.663913136049
2.608746795349,-1.109339009744
-2.919150084097,-0.364842078855
-2.689410166037,-0.786420297018
-3.133047303023,-0.844112674163
-2.760123058500,-0.814209800548
3.032819800051,-0.840455482182
2.305397017208,-1.150790584619
3.139095718356,-0.537976963408
-2.784725175848,-0.469350615223
-2.373053008244,-0.816947786272
-1.193365553561,-1.366986047861
1.702444547450,-1.412420972907
2.669720278965,-0.910706526340
-2.862218320890,-0.313971031477
-1.921418985971,-0.973500396778
-1.815896591482,0.436086826804
-1.160869500883,0.061776138622
1.673444517796,-1.429284476382
2.651191606386,-0.925969314514
-2.862299454632,-0.315527188808
-1.936217212078,-0.966658188532
-1.851759744080,0.421728059217
-1.177638442996,0.057598260147
2.267101294312,-1.051328070777
-3.118572960304,-0.517003509887
-2.996613973291,-0.613744327330
3.131666416518,-0.732663273751
-1.157185717276,0.077807140920
1.574884213018,-1.482610241313
2.594694552392,-0.973082947698
-2.884225561936,-0.335317067454
-2.290914710707,-0.836074637000
0.089047499811,-1.821961004569
2.902810830727,-0.965777282342
-2.972749183535,-0.384281245226
-3.009229745229,-0.819901181254
-2.089434057613,-0.116059902450
-0.997866497542,0.107749464724
-1.816412728424,-1.031754185362
-1.736129355456,0.465406704668
-1.115709058224,0.074039968308
0.187912054172,-1.831107862353
2.805132114489,-1.004499753498
-2.850371793298,-0.303266463189
-1.673255464154,-1.099383620082
-1.740638512721,0.463655883146
-1.118445949101,0.073240516054
0.266566787003,-1.833832615296
2.735956354951,-1.032793410305
-2.844434374982,-0.303779986006
-1.598478179540,-1.140262403946
-1.870540483062,0.413557310527
-1.185322858023,0.055718177200
2.530176226323,-0.860762443938
-2.890657005675,-0.337906716590
-2.357951000746,-0.819990093806
-0.999405030503,-1.469787497575
-0.311970410501,-1.747862792087
-2.822375869065,-0.812184537090
3.089776913732,-0.768377362400
-2.709598447271,-0.810480236654
3.072257169648,-0.855103302097
2.188772332925,-1.250923271814
3.008323807254,-0.640710524781
0.772781677542,-1.784495884484
2.472181155194,-1.131480240361
-3.018798941059,-0.441477848205
3.057230599704,-0.852205831196
2.234234995836,-1.209435679800
3.059931955598,-0.600007418844
-1.643993207076,-0.000088375001
-0.896090745530,0.192954959987
-2.548632927764,-0.807949030178
-2.654655210805,-0.787089734950
-3.034970260690,-0.825620541195
-1.751735820783,-0.020645637029
-0.943696698404,0.146114618288
-2.253523552046,-0.858070832139
0.521281794135,-1.821790165611
2.565288988883,-1.101817975434
-2.943065170376,-0.383099246167
-2.884943536778,-0.800672396813
-3.040669810045,-0.645408079940
-2.888839564344,-0.537986632941
-3.130529744662,-0.842765722645
-2.534935407683,-0.811721755409
-2.597364557234,-0.788768967237
-2.816157462764,-0.793898364783
3.057560491109,-0.800356003888
2.196400463489,-1.286304004305
2.994889339506,-0.651679264554
-2.711333314981,-0.810560283788
3.069676973973,-0.855219008160
2.196772874917,-1.243049464664
3.017615984865,-0.633363028831
-1.139549645420,0.528103842510
-2.796209858417,-0.139897048901
-1.942269709314,0.383060138389
-1.209978835137,0.049781742322
-2.988853034248,-0.281284126870
-2.701367818046,-0.786485312702
3.122397471703,-0.848915750717
2.450827410738,-1.182192072588
-3.059452182950,-0.473281955475
3.051150669451,-0.810567090910
2.166168357573,-1.283489668010
2.977020392890,-0.665591985625
2.533812857591,-1.143876444893
-2.982745040386,-0.414053026238
-3.116342452891,-0.839774276159
-0.088552144884,-1.799877115298
3.118414058962,-0.889635662837
2.166474237432,-1.286416610282
2.975713911296,-0.666654216568
2.491815355284,-1.163259588396
-3.021092891589,-0.443647131685
3.053149360321,-0.851587726824
2.250102755570,-1.195998117808
3.077641630538,-0.586091506012
-1.976519726354,-0.078724295232
-1.003578153157,0.107265231792
-1.760276591895,-1.060093828236
-1.722917838140,0.469858976248
-1.107211306749,0.076565213151
-0.044675560338,-1.806590420690
3.060556725726,-0.908457362582
2.474920113877,-1.017350114895
-2.964430189986,-0.398284104862
-3.019694925409,-0.821805162524
-1.963053587629,-0.074439915992
-1.002542000946,0.108007107817
-1.770516858164,-1.054854950198
-1.722236607224,0.470102247293
-1.106773820535,0.076697663021
-0.056170602459,-1.804747218127
3.075281737593,-0.903541183441
2.361097470569,-1.106398831767
-3.082657127623,-0.490113625299
3.106646404460,-0.754622988969
-2.777327102915,-0.126793076326
-1.456735285453,0.537728440290
-0.902956390959,0.192310425027
-2.508827677446,-0.811032372653
-2.439011046171,-0.805296012421
-1.858718477554,-1.003873233006
-1.717161680690,0.471914600699
-1.103496571042,0.077697103495
-0.140794409088,-1.789376564063
-3.092924770789,-0.868275301917
0.095297407159,-1.824879216860
2.897883619226,-0.967663936392
-2.961678428793,-0.376543786395
-2.942294979369,-0.808752092053
-2.714423781282,-0.424678631252
-1.149665876131,-1.390532759779
1.205139561469,-1.652163106971
2.462526313918,-1.094488918366
-3.007345412780,-0.432221816577
3.082503715750,-0.852267307743
2.166625658313,-1.279418938918
2.979399029932,-0.663676250678
2.619463240140,-1.104423342568
-2.910847348470,-0.358373913954
-2.609731293890,-0.787518926231
-2.866308797679,-0.799196429324
-3.109219639929,-0.697792342545
-2.055359656087,-0.104223216369
-1.002535264498,0.106223232125
-1.770914426615,-1.054650523326
-1.722225442174,0.470106520047
-1.106766783721,0.076699799273
-0.056355105719,-1.804717153674
3.075519787438,-0.903462399032
2.359327660677,-1.107795165036
-3.084590724242,-0.491617124821
3.113464130026,-0.748637524267
-0.988448865377,0.469117348972
-1.521261633720,-1.188963506537
-2.128692597095,0.289421804304
-1.225678096855,0.043923832900
-2.587151554050,0.006832044990
-0.907426652771,0.158927050596
-2.485613977550,-0.813319606369
-2.297589689355,-0.834907144449
-0.050195208271,-1.803884561029
3.066130043672,-0.906599608245
2.431155993156,-1.051459712928
-3.007954040797,-0.432110711531
3.081672335607,-0.852323020218
2.167212214903,-1.277955284160
2.980523227647,-0.662777503754
2.664376735894,-1.083932985626
-2.879290088864,-0.333538963217
-2.238270746151,-0.850801144195
1.171398991567,-1.664533380456
2.456784026637,-1.101333564802
-3.014536451693,-0.437818045833
3.065671292475,-0.852766443783
2.203326187247,-1.236869146519
3.025118162129,-0.627437647894
-0.877598112528,0.267061103952
-2.637715898980,-0.805385215676
-3.028443849837,-0.824463422663
-1.840554498821,-0.040960136934
-0.976750271658,0.123500868066
-2.003683573465,-0.945558478015
-2.213621266661,0.242891285005
-1.208575061145,0.045650210768
-3.037776888612,-0.317937168024
-3.050497191591,-0.827228422133
-1.534811459358,0.017595455024
-0.861869584638,0.275408436674
-2.719603225083,-0.808003397345
3.061442541921,-0.855306295892
2.227288106816,-1.215419846781
3.052159993600,-0.606122152494
-1.477900368240,0.025658168759
-0.868409152458,0.339003674996
-2.661889243995,-0.805773264669
-3.102449743361,-0.838473936160
-1.320230313725,0.544298502588
-0.887571276088,0.376090301995
-2.530035193638,-0.809520933217
-2.559130139093,-0.791141955393
-2.635429915003,-0.787373637877
-2.968678102040,-0.813913000461
-2.496556111283,-0.298945024986
-0.897528687243,0.413521283905
-2.438320996970,-0.819667788259
-1.968734547862,-0.952415209662
-1.955707417094,0.376387138994
-1.213183302773,0.048970902377
-2.900703357454,-0.215902155493
-1.334297280130,-1.288429324510
3.125249142475,-0.408102463856
3.132229977647,-0.732924256524
-1.162686739845,0.076526437503
1.772136534585,-1.372870821589
2.716662986307,-0.872368151558
-2.885655105536,-0.326664255260
-2.244322937834,-0.849009108567
1.042951143874,-1.709811129779
2.444654014804,-1.121412799846
-3.032721192529,-0.452008018459
3.040555313911,-0.845838794517
2.288336506791,-1.164548989738
3.120168551166,-0.552768289376
-2.584584459529,-0.347921267991
-1.598820969576,0.507873452557
-1.016353708784,0.110365364163
-1.624277986338,-1.132079753777
-1.855577622655,0.419814382018
-1.179116819992,0.057229299103
2.318351511025,-1.015034888427
-3.065882369336,-0.476026803566
3.060297440573,-0.799655705880
2.212630095361,-1.281826087744
3.007713041507,-0.641614627418
0.240360117307,-1.833806537760
2.758467470918,-1.023533349453
-2.841667152497,-0.300355344512
-1.517543104079,-1.185332810532
-2.104356815110,0.302351080137
-1.227635466106,0.043971716368
-2.540218080427,0.038447187566
-0.962253024404,0.119988558419
-2.120254669531,-0.900192863305
3.015846075577,-0.491082254460
-2.118529996373,-0.126979409190
-0.991550817850,0.110230405686
-1.875532143143,-1.003027571779
-1.800352792338,0.442055943890
-1.152890652365,0.063822232677
1.390219974548,-1.573765361096
2.512882848074,-1.044432404580
-2.951982611814,-0.389120883582
-2.943997124911,-0.809042092805
-2.701857253263,-0.416950976478
-0.756578577349,-1.585633789344
-1.705103579352,-1.086603415172
-1.734479053865,0.465836492997
-1.114598252568,0.074363650421
0.156502865877,-1.829230093061
2.835094706461,-0.992427007570
-2.869612776525,-0.314748341852
-2.005911786452,-0.935712028942
-2.104622349528,0.302668665282
-1.227880209235,0.043925769997
-2.534521441269,0.042248015805
-0.968899696888,0.116308587737
-2.068651966255,-0.919367104309
-2.680213961802,-0.056019417144
-0.846210606232,0.311810950272
-2.788990988654,-0.813958301938
3.045412664056,-0.814623591647
2.174077190349,-1.267448922092
2.990309222214,-0.654989569872
-3.076531403095,-0.874763604234
-1.801169117283,0.438724406017
-1.151823766961,0.064047704780
1.352550622528,-1.590881716805
2.500053347150,-1.056340801157
-2.965133730136,-0.399376934316
-3.025267192662,-0.822814300771
-1.892115555283,-0.054251625865
-0.990831028435,0.115052493394
-1.881400220500,-1.000250041983
-1.810089931545,0.438309908797
-1.157926163717,0.062525553001
